metric,effective_clk_period,num_drc,die_area,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
435.67999999999995,4.3568,0,17879.5,True,1,193d6583,2025-12-26_12-43-11,1766752991,150.75400686264038,150.75400686264038,59555,hellkitty,172.24.53.187,150.75400686264038,1
