metric,effective_clk_period,num_drc,die_area,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
571.9849999999999,5.719849999999999,0,18675.1,True,1,5cf8b497,2025-12-26_12-35-07,1766752507,543.7157080173492,543.7157080173492,1492,hellkitty,172.24.53.187,543.7157080173492,1
