metric,effective_clk_period,num_drc,die_area,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
571.9849999999999,5.719849999999999,0,18675.1,True,1,a4614526,2025-12-26_11-59-11,1766750351,86.49560809135437,86.49560809135437,1437,hellkitty,172.24.53.187,86.49560809135437,1
